project_id,work_name,work_type,category,district_id,state_id,constituency_id,contractor_id,agency_id,recommendation_date,sanction_date,target_completion_date,status,project_latitude,project_longitude
MPLADS-000116,School Boundary Wall at Ward-24,School Boundary Wall,Education Infrastructure,DIST-0105,ST-02,PC-0149,CONT-0053,AGENCY-0722,2023-07-22,2023-08-27,2024-01-24,WORK_IN_PROGRESS,16.7844,79.99724
MPLADS-000117,Major River Overbridge at Ward-81,Major River Overbridge,Mega Infrastructure,DIST-0187,ST-05,PC-0265,CONT-0082,AGENCY-0297,2023-11-13,2023-12-28,2025-01-31,WORK_IN_PROGRESS,25.60318,81.23036
MPLADS-000118,CC Road Construction at Ward-39,CC Road Construction,Roads & Bridges,DIST-0564,ST-16,PC-0829,CONT-0103,AGENCY-1158,2023-07-17,2023-08-14,2024-02-10,DELAYED,32.25471,75.32936
MPLADS-000119,Paver Block Road at Ward-60,Paver Block Road,Roads & Bridges,DIST-0440,ST-12,PC-0642,CONT-0097,AGENCY-0187,2022-03-11,2022-03-30,2022-09-26,COMPLETED,16.28275,80.92511
MPLADS-000120,Check Dam at Ward-51,Check Dam,Irrigation & Agriculture,DIST-0410,ST-11,PC-0597,CONT-0297,AGENCY-0206,2023-11-26,2023-12-23,2024-05-31,WORK_IN_PROGRESS,21.52749,86.70915
MPLADS-000121,Bituminous Road at Ward-63,Bituminous Road,Roads & Bridges,DIST-0344,ST-08,PC-0503,CONT-0287,AGENCY-0665,2023-04-08,2023-05-27,2023-11-23,WORK_IN_PROGRESS,16.04338,77.55988
MPLADS-000122,School Additional Classroom at Ward-49,School Additional Classroom,Education Infrastructure,DIST-0087,ST-02,PC-0127,CONT-0173,AGENCY-0797,2022-11-25,2023-01-13,2023-06-12,COMPLETED,20.5258,79.32577
MPLADS-000123,District Sports Complex at Ward-42,District Sports Complex,Mega Infrastructure,DIST-0004,ST-01,PC-0006,CONT-0158,AGENCY-1059,2023-11-30,2024-01-05,2025-02-08,WORK_IN_PROGRESS,24.93432,82.20121
MPLADS-000124,Check Dam at Ward-57,Check Dam,Irrigation & Agriculture,DIST-0114,ST-03,PC-0164,CONT-0127,AGENCY-0684,2022-01-14,2022-02-08,2022-07-18,COMPLETED,24.6176,85.29372
MPLADS-000125,Culvert Bridge at Ward-38,Culvert Bridge,Roads & Bridges,DIST-0551,ST-16,PC-0810,CONT-0302,AGENCY-0160,2022-05-13,2022-07-07,2023-01-03,COMPLETED,31.29602,76.22943
MPLADS-000126,Public Toilet Complex at Ward-89,Public Toilet Complex,Community Infrastructure,DIST-0456,ST-12,PC-0666,CONT-0259,AGENCY-0827,2023-08-01,2023-08-19,2023-12-17,WORK_IN_PROGRESS,15.72788,77.84588
MPLADS-000127,Ayurvedic Dispensary at Ward-33,Ayurvedic Dispensary,Public Health,DIST-0260,ST-06,PC-0379,CONT-0223,AGENCY-0032,2023-07-14,2023-08-30,2024-03-27,WORK_IN_PROGRESS,11.21551,78.27595
MPLADS-000128,Maternity Ward Facility at Ward-11,Maternity Ward Facility,Public Health,DIST-0367,ST-09,PC-0532,CONT-0256,AGENCY-0072,2022-08-25,2022-10-14,2023-05-12,COMPLETED,20.45527,69.24499
MPLADS-000129,Lift Irrigation Scheme at Ward-01,Lift Irrigation Scheme,Irrigation & Agriculture,DIST-0266,ST-07,PC-0387,CONT-0027,AGENCY-0738,2023-10-13,2023-10-30,2024-04-07,WORK_IN_PROGRESS,25.09284,70.76773
MPLADS-000130,Public Toilet Complex at Ward-28,Public Toilet Complex,Community Infrastructure,DIST-0558,ST-16,PC-0820,CONT-0244,AGENCY-0195,2022-03-04,2022-03-24,2022-07-22,DELAYED,30.63648,74.30552
MPLADS-000131,Paver Block Road at Ward-35,Paver Block Road,Roads & Bridges,DIST-0144,ST-03,PC-0205,CONT-0158,AGENCY-1177,2023-08-01,2023-08-20,2024-02-16,COMPLETED,27.20543,87.65227
MPLADS-000132,Farm Pond Renovation at Ward-29,Farm Pond Renovation,Irrigation & Agriculture,DIST-0224,ST-05,PC-0327,CONT-0169,AGENCY-0839,2022-08-13,2022-09-24,2023-03-03,WORK_IN_PROGRESS,25.89722,78.20282
MPLADS-000133,School Additional Classroom at Ward-82,School Additional Classroom,Education Infrastructure,DIST-0079,ST-02,PC-0115,CONT-0159,AGENCY-0226,2022-02-23,2022-03-12,2022-08-09,COMPLETED,20.65871,78.71726
MPLADS-000134,CC Road Construction at Ward-37,CC Road Construction,Roads & Bridges,DIST-0274,ST-07,PC-0400,CONT-0278,AGENCY-1168,2023-04-21,2023-06-03,2023-11-30,WORK_IN_PROGRESS,27.48124,74.10739
MPLADS-000135,Major River Overbridge at Ward-09,Major River Overbridge,Mega Infrastructure,DIST-0175,ST-05,PC-0247,CONT-0198,AGENCY-0818,2023-03-11,2023-04-10,2024-05-14,WORK_IN_PROGRESS,24.46896,81.44385
MPLADS-000136,Deep Tube Well at Ward-62,Deep Tube Well,Drinking Water,DIST-0002,ST-01,PC-0003,CONT-0289,AGENCY-0214,2023-02-08,2023-04-03,2023-07-02,WORK_IN_PROGRESS,26.36365,83.8726
MPLADS-000137,Check Dam at Ward-48,Check Dam,Irrigation & Agriculture,DIST-0153,ST-04,PC-0216,CONT-0137,AGENCY-0947,2022-05-19,2022-06-28,2022-12-05,COMPLETED,24.86797,85.60031
MPLADS-000138,Solar High-Mast Light at Ward-74,Solar High-Mast Light,Renewable Energy,DIST-0214,ST-05,PC-0312,CONT-0207,AGENCY-0771,2023-03-16,2023-05-13,2023-07-12,WORK_IN_PROGRESS,22.14663,79.642
MPLADS-000139,Library Room at Ward-45,Library Room,Education Infrastructure,DIST-0307,ST-07,PC-0452,CONT-0031,AGENCY-0776,2022-09-13,2022-10-19,2023-03-18,DELAYED,28.90494,70.13132
MPLADS-000140,Paver Block Road at Ward-71,Paver Block Road,Roads & Bridges,DIST-0149,ST-03,PC-0211,CONT-0186,AGENCY-1162,2022-02-15,2022-04-07,2022-10-04,WORK_IN_PROGRESS,26.16984,84.39151
MPLADS-000141,Yatri Shed at Ward-69,Yatri Shed,Community Infrastructure,DIST-0410,ST-11,PC-0598,CONT-0118,AGENCY-0934,2022-06-08,2022-08-04,2022-12-02,DELAYED,21.48831,86.72628
MPLADS-000142,Culvert Bridge at Ward-66,Culvert Bridge,Roads & Bridges,DIST-0131,ST-03,PC-0190,CONT-0228,AGENCY-0004,2023-08-30,2023-10-15,2024-04-12,COMPLETED,26.7925,84.33552
MPLADS-000143,District Sports Complex at Ward-98,District Sports Complex,Mega Infrastructure,DIST-0473,ST-13,PC-0689,CONT-0201,AGENCY-0083,2022-12-14,2023-01-04,2024-02-08,COMPLETED,10.91753,76.96054
MPLADS-000144,CC Road Construction at Ward-08,CC Road Construction,Roads & Bridges,DIST-0596,ST-17,PC-0877,CONT-0162,AGENCY-0608,2023-06-17,2023-07-10,2024-01-06,WORK_IN_PROGRESS,21.81032,82.92061
MPLADS-000145,Lift Irrigation Scheme at Ward-97,Lift Irrigation Scheme,Irrigation & Agriculture,DIST-0346,ST-08,PC-0505,CONT-0228,AGENCY-0737,2022-10-24,2022-12-19,2023-05-28,WORK_IN_PROGRESS,12.70484,78.26861
MPLADS-000146,Solar Street Lighting at Ward-04,Solar Street Lighting,Renewable Energy,DIST-0587,ST-17,PC-0865,CONT-0053,AGENCY-0280,2023-08-04,2023-09-02,2023-11-01,WORK_IN_PROGRESS,22.79586,83.84439
MPLADS-000147,School Additional Classroom at Ward-66,School Additional Classroom,Education Infrastructure,DIST-0039,ST-01,PC-0058,CONT-0290,AGENCY-0258,2022-02-18,2022-04-05,2022-09-02,WORK_IN_PROGRESS,29.05341,82.92338
MPLADS-000148,Solar Rooftop Panel at Ward-96,Solar Rooftop Panel,Renewable Energy,DIST-0021,ST-01,PC-0031,CONT-0291,AGENCY-0041,2022-12-07,2023-02-02,2023-04-03,COMPLETED,29.75935,83.67942
MPLADS-000149,Ayurvedic Dispensary at Ward-60,Ayurvedic Dispensary,Public Health,DIST-0220,ST-05,PC-0320,CONT-0228,AGENCY-0189,2022-03-29,2022-05-14,2022-12-10,WORK_IN_PROGRESS,23.79001,76.60648
MPLADS-000150,CC Road Construction at Ward-98,CC Road Construction,Roads & Bridges,DIST-0525,ST-15,PC-0770,CONT-0298,AGENCY-0226,2023-07-16,2023-08-25,2024-02-21,WORK_IN_PROGRESS,24.95179,93.45985
MPLADS-000151,Solar Street Lighting at Ward-45,Solar Street Lighting,Renewable Energy,DIST-0017,ST-01,PC-0025,CONT-0195,AGENCY-1070,2023-07-28,2023-08-27,2023-10-26,WORK_IN_PROGRESS,27.08582,78.98084
MPLADS-000152,Major River Overbridge at Ward-20,Major River Overbridge,Mega Infrastructure,DIST-0469,ST-13,PC-0685,CONT-0319,AGENCY-1059,2023-05-19,2023-07-13,2024-08-16,WORK_IN_PROGRESS,11.36031,75.47294
MPLADS-000153,Yatri Shed at Ward-08,Yatri Shed,Community Infrastructure,DIST-0514,ST-15,PC-0751,CONT-0082,AGENCY-0105,2023-09-13,2023-10-12,2024-02-09,WORK_IN_PROGRESS,27.82481,95.13388
MPLADS-000154,Solar Rooftop Panel at Ward-52,Solar Rooftop Panel,Renewable Energy,DIST-0161,ST-04,PC-0227,CONT-0299,AGENCY-1198,2023-07-09,2023-08-28,2023-10-27,WORK_IN_PROGRESS,21.6591,86.19946
MPLADS-000155,Public Toilet Complex at Ward-02,Public Toilet Complex,Community Infrastructure,DIST-0458,ST-12,PC-0668,CONT-0151,AGENCY-1082,2022-02-02,2022-03-31,2022-07-29,WORK_IN_PROGRESS,18.39295,80.27234
MPLADS-000156,Solar Street Lighting at Ward-32,Solar Street Lighting,Renewable Energy,DIST-0348,ST-09,PC-0507,CONT-0044,AGENCY-0315,2023-11-13,2023-12-06,2024-02-04,WORK_IN_PROGRESS,20.78993,72.34822
MPLADS-000157,Crematorium Shed at Ward-63,Crematorium Shed,Community Infrastructure,DIST-0265,ST-06,PC-0386,CONT-0001,AGENCY-0873,2023-05-31,2023-07-26,2023-11-23,WORK_IN_PROGRESS,9.63836,77.13184
MPLADS-000158,Solar Street Lighting at Ward-20,Solar Street Lighting,Renewable Energy,DIST-0510,ST-15,PC-0744,CONT-0139,AGENCY-1088,2022-11-02,2022-11-24,2023-01-23,COMPLETED,24.6391,91.9447
MPLADS-000159,Community Hall at Ward-34,Community Hall,Community Infrastructure,DIST-0520,ST-15,PC-0760,CONT-0159,AGENCY-0177,2022-03-19,2022-05-17,2022-09-14,WORK_IN_PROGRESS,26.3226,92.08686
MPLADS-000160,Yatri Shed at Ward-04,Yatri Shed,Community Infrastructure,DIST-0505,ST-14,PC-0736,CONT-0056,AGENCY-0941,2023-05-06,2023-06-21,2023-10-19,WORK_IN_PROGRESS,24.00167,86.32958
MPLADS-000161,Solar Rooftop Panel at Ward-87,Solar Rooftop Panel,Renewable Energy,DIST-0594,ST-17,PC-0874,CONT-0035,AGENCY-0054,2023-02-03,2023-04-01,2023-05-31,DELAYED,19.78946,83.43031
MPLADS-000162,District Sports Complex at Ward-15,District Sports Complex,Mega Infrastructure,DIST-0591,ST-17,PC-0871,CONT-0300,AGENCY-0779,2023-04-24,2023-05-15,2024-06-18,WORK_IN_PROGRESS,18.68966,81.26993
MPLADS-000163,School Additional Classroom at Ward-36,School Additional Classroom,Education Infrastructure,DIST-0310,ST-07,PC-0456,CONT-0167,AGENCY-0422,2023-05-23,2023-06-19,2023-11-16,DELAYED,24.29266,70.36802
MPLADS-000164,RO Water Plant at Ward-41,RO Water Plant,Drinking Water,DIST-0398,ST-10,PC-0578,CONT-0267,AGENCY-0941,2022-04-26,2022-06-03,2022-09-01,WORK_IN_PROGRESS,13.63206,84.36636
MPLADS-000165,Multi-Village Hospital Block at Ward-69,Multi-Village Hospital Block,Mega Infrastructure,DIST-0388,ST-10,PC-0561,CONT-0190,AGENCY-0076,2022-10-17,2022-11-04,2023-12-09,WORK_IN_PROGRESS,15.37659,80.02024
MPLADS-000166,CC Road Construction at Ward-08,CC Road Construction,Roads & Bridges,DIST-0161,ST-04,PC-0227,CONT-0195,AGENCY-0310,2023-10-15,2023-12-03,2024-05-31,WORK_IN_PROGRESS,21.69906,86.15816
MPLADS-000167,Deep Tube Well at Ward-11,Deep Tube Well,Drinking Water,DIST-0006,ST-01,PC-0008,CONT-0125,AGENCY-0770,2022-09-17,2022-10-03,2023-01-01,WORK_IN_PROGRESS,29.29381,79.93993
MPLADS-000168,School Boundary Wall at Ward-40,School Boundary Wall,Education Infrastructure,DIST-0262,ST-06,PC-0382,CONT-0244,AGENCY-0282,2022-08-27,2022-09-24,2023-02-21,WORK_IN_PROGRESS,12.66998,79.74692
MPLADS-000169,Solar Street Lighting at Ward-43,Solar Street Lighting,Renewable Energy,DIST-0252,ST-06,PC-0366,CONT-0089,AGENCY-0472,2022-09-16,2022-10-13,2022-12-12,WORK_IN_PROGRESS,10.79898,80.07003
MPLADS-000170,Library Room at Ward-26,Library Room,Education Infrastructure,DIST-0204,ST-05,PC-0295,CONT-0276,AGENCY-0071,2022-03-02,2022-03-21,2022-08-18,WORK_IN_PROGRESS,24.37577,80.26598
MPLADS-000171,Major River Overbridge at Ward-03,Major River Overbridge,Mega Infrastructure,DIST-0045,ST-01,PC-0066,CONT-0078,AGENCY-0343,2022-07-15,2022-08-17,2023-09-21,WORK_IN_PROGRESS,25.88774,80.40776
MPLADS-000172,Community Hall at Ward-39,Community Hall,Community Infrastructure,DIST-0335,ST-08,PC-0490,CONT-0044,AGENCY-0591,2022-05-20,2022-06-10,2022-10-08,WORK_IN_PROGRESS,17.29433,76.61549
MPLADS-000173,Solar Street Lighting at Ward-97,Solar Street Lighting,Renewable Energy,DIST-0455,ST-12,PC-0664,CONT-0231,AGENCY-1069,2023-03-03,2023-04-16,2023-06-15,WORK_IN_PROGRESS,17.34371,78.61899
MPLADS-000174,Maternity Ward Facility at Ward-70,Maternity Ward Facility,Public Health,DIST-0560,ST-16,PC-0822,CONT-0054,AGENCY-0178,2023-05-12,2023-05-28,2023-12-24,COMPLETED,30.51875,75.52308
MPLADS-000175,School Boundary Wall at Ward-95,School Boundary Wall,Education Infrastructure,DIST-0280,ST-07,PC-0410,CONT-0034,AGENCY-0036,2022-03-30,2022-05-02,2022-09-29,WORK_IN_PROGRESS,27.73802,73.49382
MPLADS-000176,Lift Irrigation Scheme at Ward-35,Lift Irrigation Scheme,Irrigation & Agriculture,DIST-0158,ST-04,PC-0223,CONT-0153,AGENCY-1110,2023-08-10,2023-08-31,2024-02-07,COMPLETED,21.99908,89.01437
MPLADS-000177,School Boundary Wall at Ward-22,School Boundary Wall,Education Infrastructure,DIST-0117,ST-03,PC-0170,CONT-0257,AGENCY-0635,2023-09-07,2023-10-27,2024-03-25,WORK_IN_PROGRESS,25.43454,84.06429
MPLADS-000178,Yatri Shed at Ward-93,Yatri Shed,Community Infrastructure,DIST-0222,ST-05,PC-0324,CONT-0164,AGENCY-1219,2023-01-21,2023-02-27,2023-06-27,WORK_IN_PROGRESS,24.84649,82.43913
MPLADS-000179,School Additional Classroom at Ward-97,School Additional Classroom,Education Infrastructure,DIST-0294,ST-07,PC-0430,CONT-0082,AGENCY-0450,2023-08-13,2023-09-28,2024-02-25,WORK_IN_PROGRESS,26.82479,73.10764
MPLADS-000180,Community Hall at Ward-91,Community Hall,Community Infrastructure,DIST-0199,ST-05,PC-0287,CONT-0245,AGENCY-0682,2022-03-26,2022-04-22,2022-08-20,COMPLETED,23.51092,76.87138
MPLADS-000181,Solar Street Lighting at Ward-26,Solar Street Lighting,Renewable Energy,DIST-0317,ST-08,PC-0465,CONT-0064,AGENCY-1037,2022-03-04,2022-04-20,2022-06-19,COMPLETED,16.9549,75.93403
MPLADS-000182,Solar Rooftop Panel at Ward-75,Solar Rooftop Panel,Renewable Energy,DIST-0248,ST-06,PC-0361,CONT-0035,AGENCY-1028,2023-11-21,2023-12-28,2024-02-26,WORK_IN_PROGRESS,9.9085,78.03255
MPLADS-000183,Community Hall at Ward-31,Community Hall,Community Infrastructure,DIST-0386,ST-10,PC-0558,CONT-0244,AGENCY-0591,2023-11-10,2023-12-05,2024-04-03,WORK_IN_PROGRESS,12.48369,76.71131
MPLADS-000184,Multi-Village Hospital Block at Ward-34,Multi-Village Hospital Block,Mega Infrastructure,DIST-0605,ST-18,PC-0891,CONT-0179,AGENCY-0841,2022-03-05,2022-03-27,2023-05-01,WORK_IN_PROGRESS,30.12601,74.7471
MPLADS-000185,Deep Tube Well at Ward-06,Deep Tube Well,Drinking Water,DIST-0586,ST-17,PC-0864,CONT-0027,AGENCY-0272,2022-11-17,2022-12-18,2023-03-18,WORK_IN_PROGRESS,19.9749,80.27136
MPLADS-000186,Lift Irrigation Scheme at Ward-79,Lift Irrigation Scheme,Irrigation & Agriculture,DIST-0548,ST-16,PC-0805,CONT-0227,AGENCY-0482,2022-07-24,2022-09-16,2023-02-23,COMPLETED,32.21923,74.86824
MPLADS-000187,Solar High-Mast Light at Ward-86,Solar High-Mast Light,Renewable Energy,DIST-0388,ST-10,PC-0561,CONT-0013,AGENCY-0135,2022-05-12,2022-07-09,2022-09-07,WORK_IN_PROGRESS,15.33229,80.12868
MPLADS-000188,Solar Street Lighting at Ward-62,Solar Street Lighting,Renewable Energy,DIST-0457,ST-12,PC-0667,CONT-0282,AGENCY-0395,2023-03-12,2023-04-01,2023-05-31,WORK_IN_PROGRESS,17.94913,80.09708
MPLADS-000189,RO Water Plant at Ward-32,RO Water Plant,Drinking Water,DIST-0015,ST-01,PC-0022,CONT-0005,AGENCY-0060,2022-04-21,2022-05-20,2022-08-18,WORK_IN_PROGRESS,27.19763,79.46292
MPLADS-000190,Multi-Village Hospital Block at Ward-23,Multi-Village Hospital Block,Mega Infrastructure,DIST-0307,ST-07,PC-0451,CONT-0215,AGENCY-0125,2023-03-25,2023-04-26,2024-05-30,WORK_IN_PROGRESS,28.99314,70.1852
MPLADS-000191,Check Dam at Ward-68,Check Dam,Irrigation & Agriculture,DIST-0487,ST-14,PC-0711,CONT-0013,AGENCY-0505,2022-12-28,2023-01-21,2023-06-30,WORK_IN_PROGRESS,23.60208,85.89339
MPLADS-000192,Solar Street Lighting at Ward-64,Solar Street Lighting,Renewable Energy,DIST-0148,ST-03,PC-0210,CONT-0159,AGENCY-0883,2023-01-05,2023-01-30,2023-03-31,COMPLETED,27.03828,85.54388
MPLADS-000193,Multi-Village Hospital Block at Ward-19,Multi-Village Hospital Block,Mega Infrastructure,DIST-0168,ST-04,PC-0238,CONT-0196,AGENCY-0643,2022-09-07,2022-10-21,2023-11-25,WORK_IN_PROGRESS,24.91622,86.93803
MPLADS-000194,Lift Irrigation Scheme at Ward-09,Lift Irrigation Scheme,Irrigation & Agriculture,DIST-0093,ST-02,PC-0135,CONT-0238,AGENCY-1075,2023-08-01,2023-09-04,2024-02-11,WORK_IN_PROGRESS,19.12274,75.64865
MPLADS-000195,Paver Block Road at Ward-42,Paver Block Road,Roads & Bridges,DIST-0217,ST-05,PC-0316,CONT-0108,AGENCY-1179,2022-11-22,2022-12-28,2023-06-26,WORK_IN_PROGRESS,23.22118,75.50651
MPLADS-000196,District Sports Complex at Ward-16,District Sports Complex,Mega Infrastructure,DIST-0390,ST-10,PC-0563,CONT-0120,AGENCY-0389,2022-06-04,2022-06-24,2023-07-29,COMPLETED,17.41009,78.21971
MPLADS-000197,District Sports Complex at Ward-61,District Sports Complex,Mega Infrastructure,DIST-0330,ST-08,PC-0481,CONT-0210,AGENCY-0129,2022-12-13,2023-01-15,2024-02-19,WORK_IN_PROGRESS,13.87804,74.76851
MPLADS-000198,Solar Street Lighting at Ward-73,Solar Street Lighting,Renewable Energy,DIST-0047,ST-01,PC-0069,CONT-0295,AGENCY-0722,2023-10-24,2023-11-12,2024-01-11,WORK_IN_PROGRESS,25.58209,78.07255
MPLADS-000199,Solar Street Lighting at Ward-25,Solar Street Lighting,Renewable Energy,DIST-0105,ST-02,PC-0150,CONT-0302,AGENCY-0572,2023-09-24,2023-11-16,2024-01-15,COMPLETED,16.87399,80.02033
MPLADS-000200,Piped Water Network at Ward-15,Piped Water Network,Drinking Water,DIST-0429,ST-11,PC-0626,CONT-0191,AGENCY-1156,2022-10-03,2022-12-01,2023-03-01,WORK_IN_PROGRESS,22.35306,84.47051
MPLADS-000201,Community Hall at Ward-16,Community Hall,Community Infrastructure,DIST-0411,ST-11,PC-0600,CONT-0155,AGENCY-0695,2022-12-13,2023-01-12,2023-05-12,WORK_IN_PROGRESS,19.96644,82.61839
MPLADS-000202,Crematorium Shed at Ward-55,Crematorium Shed,Community Infrastructure,DIST-0164,ST-04,PC-0232,CONT-0054,AGENCY-0533,2022-04-15,2022-05-22,2022-09-19,WORK_IN_PROGRESS,24.40044,86.25668
MPLADS-000203,Community Hall at Ward-36,Community Hall,Community Infrastructure,DIST-0363,ST-09,PC-0527,CONT-0020,AGENCY-1159,2023-07-26,2023-09-17,2024-01-15,WORK_IN_PROGRESS,23.5771,73.7959
MPLADS-000204,Solar Rooftop Panel at Ward-68,Solar Rooftop Panel,Renewable Energy,DIST-0224,ST-05,PC-0327,CONT-0297,AGENCY-0007,2022-08-25,2022-10-03,2022-12-02,WORK_IN_PROGRESS,25.91986,78.21735
MPLADS-000205,Piped Water Network at Ward-48,Piped Water Network,Drinking Water,DIST-0588,ST-17,PC-0868,CONT-0044,AGENCY-0498,2023-03-30,2023-04-29,2023-07-28,WORK_IN_PROGRESS,23.87081,81.63935
MPLADS-000206,Community Tank at Ward-16,Community Tank,Drinking Water,DIST-0236,ST-06,PC-0343,CONT-0014,AGENCY-0961,2023-03-09,2023-04-17,2023-07-16,WORK_IN_PROGRESS,9.02901,78.80767
MPLADS-000207,Culvert Bridge at Ward-88,Culvert Bridge,Roads & Bridges,DIST-0388,ST-10,PC-0561,CONT-0029,AGENCY-0801,2022-03-17,2022-04-12,2022-10-09,WORK_IN_PROGRESS,15.383,80.07133
MPLADS-000208,Maternity Ward Facility at Ward-47,Maternity Ward Facility,Public Health,DIST-0427,ST-11,PC-0623,CONT-0174,AGENCY-0071,2023-10-17,2023-12-01,2024-06-28,WORK_IN_PROGRESS,19.14448,87.07542
MPLADS-000209,School Boundary Wall at Ward-68,School Boundary Wall,Education Infrastructure,DIST-0008,ST-01,PC-0011,CONT-0318,AGENCY-0108,2022-07-03,2022-08-22,2023-01-19,WORK_IN_PROGRESS,27.74357,82.72703
MPLADS-000210,Check Dam at Ward-14,Check Dam,Irrigation & Agriculture,DIST-0317,ST-08,PC-0464,CONT-0031,AGENCY-0659,2023-01-30,2023-03-24,2023-08-31,WORK_IN_PROGRESS,16.98826,75.93904
MPLADS-000211,Primary Health Sub-Centre at Ward-76,Primary Health Sub-Centre,Public Health,DIST-0558,ST-16,PC-0820,CONT-0299,AGENCY-0535,2022-02-09,2022-03-08,2022-10-04,WORK_IN_PROGRESS,30.74424,74.4014
MPLADS-000212,Solar Street Lighting at Ward-95,Solar Street Lighting,Renewable Energy,DIST-0435,ST-11,PC-0634,CONT-0300,AGENCY-0180,2022-11-24,2022-12-15,2023-02-13,WORK_IN_PROGRESS,18.17895,82.71005
MPLADS-000213,Lift Irrigation Scheme at Ward-09,Lift Irrigation Scheme,Irrigation & Agriculture,DIST-0270,ST-07,PC-0393,CONT-0275,AGENCY-0092,2023-02-18,2023-03-29,2023-09-05,WORK_IN_PROGRESS,26.8789,70.13248
MPLADS-000214,Maternity Ward Facility at Ward-80,Maternity Ward Facility,Public Health,DIST-0608,ST-18,PC-0895,CONT-0163,AGENCY-1051,2022-10-21,2022-12-03,2023-07-01,WORK_IN_PROGRESS,27.8574,74.88037
MPLADS-000215,Solar Rooftop Panel at Ward-59,Solar Rooftop Panel,Renewable Energy,DIST-0052,ST-01,PC-0077,CONT-0118,AGENCY-0478,2023-04-17,2023-05-19,2023-07-18,COMPLETED,24.88727,84.02176
MPLADS-000216,Multi-Village Hospital Block at Ward-74,Multi-Village Hospital Block,Mega Infrastructure,DIST-0033,ST-01,PC-0048,CONT-0290,AGENCY-0840,2023-10-27,2023-12-18,2025-01-21,WORK_IN_PROGRESS,24.65524,83.26171
MPLADS-000217,School Boundary Wall at Ward-37,School Boundary Wall,Education Infrastructure,DIST-0257,ST-06,PC-0375,CONT-0258,AGENCY-0395,2023-05-05,2023-06-18,2023-11-15,DELAYED,12.11144,78.19545
MPLADS-000218,Public Toilet Complex at Ward-50,Public Toilet Complex,Community Infrastructure,DIST-0229,ST-06,PC-0334,CONT-0062,AGENCY-1175,2023-07-13,2023-08-30,2023-12-28,COMPLETED,13.48503,75.99648
MPLADS-000219,Farm Pond Renovation at Ward-91,Farm Pond Renovation,Irrigation & Agriculture,DIST-0301,ST-07,PC-0442,CONT-0213,AGENCY-0652,2022-09-08,2022-10-06,2023-03-15,WORK_IN_PROGRESS,23.67146,72.85625
MPLADS-000220,Public Toilet Complex at Ward-97,Public Toilet Complex,Community Infrastructure,DIST-0462,ST-12,PC-0675,CONT-0015,AGENCY-1142,2023-01-28,2023-02-21,2023-06-21,WORK_IN_PROGRESS,17.0247,79.18211
MPLADS-000221,Solar High-Mast Light at Ward-58,Solar High-Mast Light,Renewable Energy,DIST-0025,ST-01,PC-0036,CONT-0224,AGENCY-0505,2023-11-28,2024-01-24,2024-03-24,WORK_IN_PROGRESS,28.76945,77.98
MPLADS-000222,RO Water Plant at Ward-55,RO Water Plant,Drinking Water,DIST-0513,ST-15,PC-0748,CONT-0297,AGENCY-0827,2022-10-10,2022-11-25,2023-02-23,COMPLETED,25.55689,93.52218
MPLADS-000223,Solar High-Mast Light at Ward-36,Solar High-Mast Light,Renewable Energy,DIST-0106,ST-02,PC-0151,CONT-0208,AGENCY-1232,2023-07-06,2023-08-01,2023-09-30,WORK_IN_PROGRESS,17.04829,78.22971
MPLADS-000224,Lift Irrigation Scheme at Ward-36,Lift Irrigation Scheme,Irrigation & Agriculture,DIST-0378,ST-09,PC-0547,CONT-0136,AGENCY-0789,2023-10-18,2023-11-16,2024-04-24,WORK_IN_PROGRESS,23.83372,74.05457
MPLADS-000225,Culvert Bridge at Ward-79,Culvert Bridge,Roads & Bridges,DIST-0194,ST-05,PC-0278,CONT-0094,AGENCY-0646,2022-12-21,2023-02-12,2023-08-11,COMPLETED,25.04389,76.17967
MPLADS-000226,Yatri Shed at Ward-58,Yatri Shed,Community Infrastructure,DIST-0565,ST-17,PC-0831,CONT-0067,AGENCY-0908,2023-03-20,2023-04-06,2023-08-04,DELAYED,20.45711,82.35377
MPLADS-000227,Check Dam at Ward-29,Check Dam,Irrigation & Agriculture,DIST-0103,ST-02,PC-0147,CONT-0304,AGENCY-0968,2022-08-20,2022-10-17,2023-03-26,COMPLETED,17.44174,76.99054
MPLADS-000228,School Boundary Wall at Ward-08,School Boundary Wall,Education Infrastructure,DIST-0118,ST-03,PC-0171,CONT-0282,AGENCY-0734,2023-12-01,2023-12-24,2024-05-22,WORK_IN_PROGRESS,26.50369,87.50953
